nAdjClose,AdjClose,EMA50,EMA200,EMA13,EMA26,EMA12,EMA9,RSI14,MACD,MACDSignal,orders_executed,signal_outcome
0.4888605962,31.09552956,0.4672976799,0.4671264092,0.4702904066,0.4665024299,0.4709630669,0.4735455095,72.97203847,0.004460637001,0.4735455095,1,-1
0.4777437718,30.38840866,0.4722809295,0.4691831236,0.4730828225,0.4729555002,0.4731020576,0.4733798172,56.42113394,0.0001465574105,0.4733798172,1,1
0.6630227195,42.17366409,0.6585836911,0.6580143418,0.6491716552,0.6489882742,0.6497006093,0.6521198716,56.0994288,0.000712335167,0.6521198716,1,-1
0.6642625168,42.25252533,0.6415153715,0.6523832293,0.633460031,0.6331787043,0.634011335,0.6368421184,58.62610649,0.0008326307355,0.6368421184,1,-1
0.6655317601,42.33325958,0.6508956138,0.6533954914,0.6501997653,0.6501517101,0.6504455171,0.6518941,54.69382867,0.000293806934,0.6518941,1,-1
0.6763785015,43.02320099,0.6707774083,0.6828732956,0.6584991993,0.6573519295,0.6592718898,0.6620976757,58.4422825,0.00191996028,0.6620976757,1,-1
0.7490538398,47.6459465,0.6847108214,0.6837636985,0.7061844036,0.69101507,0.7084888681,0.7171583141,72.2858291,0.01747379816,0.7171583141,1,-1
0.7485489971,47.61383438,0.7398620302,0.7829636431,0.7279402962,0.7266074727,0.7284920891,0.730760096,59.59930755,0.001884616426,0.730760096,1,-1
0.7290934823,46.37630463,0.7074521962,0.7531960439,0.7161502124,0.7046996202,0.717953857,0.7241773919,58.67702241,0.0132542368,0.7241773919,1,-1
0.7254531935,46.1447525,0.7078829378,0.7471367045,0.7068882277,0.7063847131,0.7068098997,0.7066942298,56.19107502,0.0004251865842,0.7066942298,1,1
0.8088526307,51.44963837,0.8046605718,0.8188062227,0.7996198635,0.7985707067,0.7999818638,0.8014279923,56.44664765,0.001411157119,0.8014279923,1,-1
0.8044018829,51.16653442,0.8034794055,0.8174118275,0.7995222078,0.7992298681,0.7995677764,0.7996000618,52.9163206,0.000337908289,0.7996000618,1,-1
0.8038083419,51.12878036,0.8021977095,0.8158497039,0.7994070691,0.79923848,0.7994384264,0.7995796659,52.86153625,0.0001999463756,0.7995796659,1,-1
0.7557670242,48.0729599,0.7611564465,0.7942516079,0.7531965018,0.7531123791,0.7536055239,0.755374839,50.84117378,0.0004931448019,0.755374839,1,-1
0.7593523188,48.30101395,0.7597572436,0.7925752533,0.7528496201,0.7528006612,0.7530800975,0.7539102241,52.41704342,0.0002794362953,0.7539102241,1,-1
0.7614438357,48.43405151,0.7589713229,0.7910750258,0.7538205629,0.7532787014,0.7540257274,0.7547248875,53.08717861,0.0007470260641,0.7547248875,1,-1
0.746019746,47.45295334,0.7359581523,0.7668137812,0.7471626172,0.735592856,0.7488832162,0.7548259772,53.12097185,0.01329036016,0.7548259772,1,-1
0.6096048092,38.77584839,0.6085243409,0.6900197209,0.5934932616,0.5926703052,0.5941947074,0.5968345782,56.98470388,0.001524402209,0.5968345782,1,-1
0.4412639395,28.06799316,0.4427107488,0.5696162693,0.4248139562,0.423847314,0.4255233162,0.4282123211,56.96179673,0.001676002134,0.4282123211,1,-1
0.4474767491,28.46317863,0.4404330394,0.5208487637,0.4470489052,0.4404864202,0.4480728409,0.4517023672,53.80238958,0.007586420698,0.4517023672,1,-1
